evidence_class,S0_current_position,S1_end_position,S2_end_position,S3_end_position_zero_hold,dp_tau_du_max_abs,environment,p_next_formula_max_abs_error,p_tau_control_independence_max_abs_error,shadow_definition,state_id,v_next_formula_max_abs_error
E2_SHADOW_DIAGNOSTIC,"[0.23566594095217497, 0.20241990818941905, 0.05063423919656564]","[0.23566594095217497, 0.20241990818941905, 0.05063423919656564]","[0.23566594095217497, 0.20241990818941905, 0.05063423919656564]","[0.23566594095217497, 0.20241990818941905, 0.05063423919656564]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,3d26d4945e5eb287bb0f08d98a5584ac6865560cbf85f1082a2b8e23846f087a,0.0
E2_SHADOW_DIAGNOSTIC,"[0.22028942170263938, 0.2219727429971234, 0.05642787609686539]","[0.22028942170263938, 0.2219727429971234, 0.05642787609686539]","[0.22028942170263938, 0.2219727429971234, 0.05642787609686539]","[0.22028942170263938, 0.2219727429971234, 0.05642787609686539]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,3f1caa229d82e8e450cd7afcfa76727cab1fe45b4dd08d574918bae23c9bbdc4,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.33670540770655183, -0.3262538331468692, 0.0575574957435426]","[-0.33670540770655183, -0.3262538331468692, 0.0575574957435426]","[-0.33670540770655183, -0.3262538331468692, 0.0575574957435426]","[-0.33670540770655183, -0.3262538331468692, 0.0575574957435426]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,402e4211a0f090cd9581637f2218fdcc2e21901ee895e69723ac6c34e54b9a92,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.37214366427289586, 0.23137344820238634, 0.041502745700504856]","[-0.37214366427289586, 0.23137344820238634, 0.041502745700504856]","[-0.37214366427289586, 0.23137344820238634, 0.041502745700504856]","[-0.37214366427289586, 0.23137344820238634, 0.041502745700504856]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,40c746c87378efda13846a5182c76791b53153064539d49d11771fc56a585f58,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.13578741660312782, 0.3580100052173256, 0.04010178558119067]","[-0.13578741660312782, 0.3580100052173256, 0.04010178558119067]","[-0.13578741660312782, 0.3580100052173256, 0.04010178558119067]","[-0.13578741660312782, 0.3580100052173256, 0.04010178558119067]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,420d81ff82b0c93b992a551ca1aa6ca74054ba7c59f6339dbf8d45ae11443ddc,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.2971366650355152, 0.2963673830168304, 0.05400930535406616]","[-0.2971366650355152, 0.2963673830168304, 0.05400930535406616]","[-0.2971366650355152, 0.2963673830168304, 0.05400930535406616]","[-0.2971366650355152, 0.2963673830168304, 0.05400930535406616]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,4973ebd65bf5c9a2830199a51b00a460ac220c12e85a32b7bb8c8a218905d204,0.0
E2_SHADOW_DIAGNOSTIC,"[0.20370374293718746, -0.3005109725009879, 0.04028188431676458]","[0.20370374293718746, -0.3005109725009879, 0.04028188431676458]","[0.20370374293718746, -0.3005109725009879, 0.04028188431676458]","[0.20370374293718746, -0.3005109725009879, 0.04028188431676458]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,4cb10c353901921fc6bbcb50852810cb4ee8da51d6085eb99ffb4c8fbfdb5d3f,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.38813281313917275, 0.21231832259847724, 0.04628337544339673]","[-0.38813281313917275, 0.21231832259847724, 0.04628337544339673]","[-0.38813281313917275, 0.21231832259847724, 0.04628337544339673]","[-0.38813281313917275, 0.21231832259847724, 0.04628337544339673]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,563bc8997736bb471ed161714451176a26c82e37c1c86862d8d18059b46281ed,0.0
E2_SHADOW_DIAGNOSTIC,"[0.10513026131089169, -0.3755297184714521, 0.059788024462147794]","[0.10513026131089169, -0.3755297184714521, 0.059788024462147794]","[0.10513026131089169, -0.3755297184714521, 0.059788024462147794]","[0.10513026131089169, -0.3755297184714521, 0.059788024462147794]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,591e9d6a822894b09185290e0772c77cd1df78239bc081ceaec6ac0103b4bc3c,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.354978155980878, 0.2493761151805142, 0.040031452240480575]","[-0.354978155980878, 0.2493761151805142, 0.040031452240480575]","[-0.354978155980878, 0.2493761151805142, 0.040031452240480575]","[-0.354978155980878, 0.2493761151805142, 0.040031452240480575]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,5a07835e9ae5cc487172a9a5722cb9653f6eabd943f1bf643056ed9455f1e455,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.41632949798811103, 0.17136153749677527, 0.057761464642917565]","[-0.41632949798811103, 0.17136153749677527, 0.057761464642917565]","[-0.41632949798811103, 0.17136153749677527, 0.057761464642917565]","[-0.41632949798811103, 0.17136153749677527, 0.057761464642917565]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,5bb553d5d5428e6660ada112b8a9a833d27f7875a0860cc0f04d4ba667119ea2,0.0
E2_SHADOW_DIAGNOSTIC,"[0.3049160493269811, -0.10418648778928062, 0.04054999181285331]","[0.3049160493269811, -0.10418648778928062, 0.04054999181285331]","[0.3049160493269811, -0.10418648778928062, 0.04054999181285331]","[0.3049160493269811, -0.10418648778928062, 0.04054999181285331]",0.0,E5_STONEHENGE_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,5da504b0103fee60d127a07e33fbd66c35003cf0f794b1b85f5f85bdff77a22e,0.0
E2_SHADOW_DIAGNOSTIC,"[0.16840438675652514, 0.2816429264469043, -0.06276165028273188]","[0.16840438675652514, 0.2816429264469043, -0.06276165028273188]","[0.16817911439399988, 0.2816655080252845, -0.06257154944555401]","[0.16795384203147462, 0.2816880896036647, -0.06238144860837615]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,01aeadade59622e7afcd1c10e9715e32030cf02026456c4aed3d403c69efd0b8,0.0
E2_SHADOW_DIAGNOSTIC,"[0.22020340947302547, -0.2608209815656918, -0.0737596264574801]","[0.22020340947302547, -0.2608209815656918, -0.0737596264574801]","[0.22020340947302547, -0.2608209815656918, -0.0737596264574801]","[0.22020340947302547, -0.2608209815656918, -0.0737596264574801]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,06acbdd51434ffeec1da7bb9007aeab82aa77a0b3e8ed604e04307c987ac45ad,0.0
E2_SHADOW_DIAGNOSTIC,"[0.25424430992631897, -0.2548186523681651, -0.06140474068892668]","[0.25424430992631897, -0.2548186523681651, -0.06140474068892668]","[0.25424430992631897, -0.2548186523681651, -0.06140474068892668]","[0.25424430992631897, -0.2548186523681651, -0.06140474068892668]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,0777bee697e0cc7a147ae5244e26b119fd90ec1854bb36270068ed0a8246e0cb,0.0
E2_SHADOW_DIAGNOSTIC,"[0.4575755700040876, -0.041570964088211655, -0.07670004912288013]","[0.4575755700040876, -0.041570964088211655, -0.07670004912288013]","[0.4575755700040876, -0.041570964088211655, -0.07670004912288013]","[0.4575755700040876, -0.041570964088211655, -0.07670004912288013]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,08337021ba1c3d87414d7f0f7acfcac0e371afc3fbe6a5cb191cdda80fedcd5d,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.0241994683174096, 0.17844832374511493, -0.04229974733961962]","[-0.0241994683174096, 0.17844832374511493, -0.04229974733961962]","[-0.0241994683174096, 0.17844832374511493, -0.04229974733961962]","[-0.0241994683174096, 0.17844832374511493, -0.04229974733961962]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,09ef865ed528a671c50c220cb21c300d9a39d74179470423445cafdbdef72da2,0.0
E2_SHADOW_DIAGNOSTIC,"[0.4537660211305071, -0.05843782650684414, -0.054023591831766235]","[0.4537660211305071, -0.05843782650684414, -0.054023591831766235]","[0.4537660211305071, -0.05843782650684414, -0.054023591831766235]","[0.4537660211305071, -0.05843782650684414, -0.054023591831766235]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,0e45383538fdd57d52ada874c7a69b2ebbbffb82a95fb21c48898300a56c1a95,0.0
E2_SHADOW_DIAGNOSTIC,"[0.43604748168310425, -0.10711911354429936, 0.037830529513596584]","[0.43604748168310425, -0.10711911354429936, 0.037830529513596584]","[0.43579754908708945, -0.10686918801876183, 0.03758059230341792]","[0.43554761649107465, -0.1066192624932243, 0.037330655093239254]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,109361dab8f9d2e7187eaa6d9b480caa32019d3f888db481c19fe6316dd7f7ed,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.059639554650238985, -0.09925357089830227, -0.06995419127808639]","[-0.059639554650238985, -0.09925357089830227, -0.06995419127808639]","[-0.059639554650238985, -0.09925357089830227, -0.06995419127808639]","[-0.059639554650238985, -0.09925357089830227, -0.06995419127808639]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,11d9fd665d3c71d1b6818c174bc38df1413d28acca5abcbd22d77a09a8fa9898,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.05220765975846667, -0.11486672717071932, -0.07993204035098048]","[-0.05220765975846667, -0.11486672717071932, -0.07993204035098048]","[-0.05220765975846667, -0.11486672717071932, -0.07993204035098048]","[-0.05220765975846667, -0.11486672717071932, -0.07993204035098048]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,12f81f928f7d3103015be971d8f4da05ac17c0078f71afe8efcd4556f0b5c897,0.0
E2_SHADOW_DIAGNOSTIC,"[0.23731912841423855, 0.2783601126958267, 0.03908846518073247]","[0.23731912841423855, 0.2783601126958267, 0.03908846518073247]","[0.23731912841423855, 0.2783601126958267, 0.03908846518073247]","[0.23731912841423855, 0.2783601126958267, 0.03908846518073247]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,131f912dbb698c5a5c1a7d4b8a3957e861031d3bc1cc486897d29b823078532a,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.04380048010653126, 0.14997708920375324, 0.02656878785750538]","[-0.04380048010653126, 0.14997708920375324, 0.02656878785750538]","[-0.043550480109637475, 0.149737578071741, 0.02639067103784431]","[-0.04330048011274369, 0.14949806693972878, 0.026212554218183238]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,161062cebfee5425da5f7df3b7ccabbe6c31fb5f2c6fc7e0086b29c6fbcb2bef,0.0
E2_SHADOW_DIAGNOSTIC,"[0.011550449999909757, -0.19594175901153535, 0.025344974461255606]","[0.011550449999909757, -0.19594175901153535, 0.025344974461255606]","[0.011550449999909757, -0.19594175901153535, 0.025344974461255606]","[0.011550449999909757, -0.19594175901153535, 0.025344974461255606]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,17e4d81bd69626f3f986d4dcf7074107ecfe54e4f4812a0599cc0668e9fc7bcb,0.0
E2_SHADOW_DIAGNOSTIC,"[0.2373191284142384, -0.2583601126958267, -0.07908846518073248]","[0.2373191284142384, -0.2583601126958267, -0.07908846518073248]","[0.2373191284142384, -0.2583601126958267, -0.07908846518073248]","[0.2373191284142384, -0.2583601126958267, -0.07908846518073248]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,1852257ab75df5333501077e7249e4eacf9e9f7ddd6a045155491720680ebe7b,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.0812660989011656, -0.01590277180038977, 0.028874557123020037]","[-0.0812660989011656, -0.01590277180038977, 0.028874557123020037]","[-0.08101617126898002, -0.015652845094394345, 0.028624607998544008]","[-0.08076624363679444, -0.01540291838839892, 0.028374658874067978]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,1c099e1b0ea88dfff3671a2ec0cf87b7521c147b2d4ff830884083bd8868ad06,0.0
E2_SHADOW_DIAGNOSTIC,"[0.287251495383785, -0.24455529192224162, 0.00917180416602792]","[0.287251495383785, -0.24455529192224162, 0.00917180416602792]","[0.287251495383785, -0.24455529192224162, 0.00917180416602792]","[0.287251495383785, -0.24455529192224162, 0.00917180416602792]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,235fea86defd92cc44d77db4afa37c47fbf190442e8c91dba356302e61a9a3ef,0.0
E2_SHADOW_DIAGNOSTIC,"[0.11738588576946545, 0.27264698820758426, -0.04578769472535034]","[0.11738588576946545, 0.27264698820758426, -0.04578769472535034]","[0.11759908227400066, 0.2724164098335451, -0.04554744244701906]","[0.11781227877853588, 0.2721858314595059, -0.04530719016868778]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,23f0dac8d0c4419fabe72fe8bd16a78578dff11bd3fc7ea902d150d8bc559180,0.0
E2_SHADOW_DIAGNOSTIC,"[0.15121920657052978, -0.25972634291255414, 0.03938928651285595]","[0.15121920657052978, -0.25972634291255414, 0.03938928651285595]","[0.1514692065686087, -0.2595923369011956, 0.03923969338466936]","[0.15171920656668764, -0.25945833088983705, 0.03909010025648277]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,25bdd19e0bcad2d8602beb00eaed98987a680ee9680a7684954bbb94d30373dd,0.0
E2_SHADOW_DIAGNOSTIC,"[0.18567652485501493, -0.262465699791131, -0.010519916241599196]","[0.18567652485501493, -0.262465699791131, -0.010519916241599196]","[0.18582308155720528, -0.2623113273662147, -0.010730352797290569]","[0.18596963825939564, -0.2621569549412984, -0.010940789352981942]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,2859245f10dc9a36f488006d6b3a9f0b086e8c3d8387a1291b31397398426d48,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.07580461692627344, 0.07003462018433237, -0.06774571043184986]","[-0.07580461692627344, 0.07003462018433237, -0.06774571043184986]","[-0.07580461692627344, 0.07003462018433237, -0.06774571043184986]","[-0.07580461692627344, 0.07003462018433237, -0.06774571043184986]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,2a6e0b58bfe92ad72daf3c714eef9573f9da560f21916207dede755ccdd781e6,0.0
E2_SHADOW_DIAGNOSTIC,"[0.0537500000000001, -0.22599192253125958, -0.07196152422706656]","[0.0537500000000001, -0.22599192253125958, -0.07196152422706656]","[0.0537500000000001, -0.22599192253125958, -0.07196152422706656]","[0.0537500000000001, -0.22599192253125958, -0.07196152422706656]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,2b0b590ab4adecd3318c841a72cd7f65cefb5a9388dacb2ad78b599d5ad3e2ff,0.0
E2_SHADOW_DIAGNOSTIC,"[0.46030768649639175, 0.04449644359884668, 0.037294134486644426]","[0.46030768649639175, 0.04449644359884668, 0.037294134486644426]","[0.46005773242913844, 0.04424650332423967, 0.03704418962514294]","[0.45980777836188513, 0.04399656304963266, 0.03679424476364146]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,3455bbc3de6510b87c536116f7264c760e699e5e7ce30b25bc08aed275d77d30,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.024199468317409573, -0.15844832374511494, 0.002299747339619688]","[-0.024199468317409573, -0.15844832374511494, 0.002299747339619688]","[-0.024199468317409573, -0.15844832374511494, 0.002299747339619688]","[-0.024199468317409573, -0.15844832374511494, 0.002299747339619688]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,350fa0cf87caea055258036d0f7ddb4c1fe3813b48d059607c7b1a600355b24b,0.0
E2_SHADOW_DIAGNOSTIC,"[0.2872514953837851, 0.2645552919222416, -0.049171804166028135]","[0.2872514953837851, 0.2645552919222416, -0.049171804166028135]","[0.2872514953837851, 0.2645552919222416, -0.049171804166028135]","[0.2872514953837851, 0.2645552919222416, -0.049171804166028135]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,3952d8b454065b493247d60f9b31d53cd21213152da7436fcdd0520f705986b8,0.0
E2_SHADOW_DIAGNOSTIC,"[0.2709108022769549, -0.2502108607935101, -0.027595547214424834]","[0.2709108022769549, -0.2502108607935101, -0.027595547214424834]","[0.2709108022769549, -0.2502108607935101, -0.027595547214424834]","[0.2709108022769549, -0.2502108607935101, -0.027595547214424834]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,3fa1332cd6bade6068e94c00bff40ec3bd39930948ec4111e225cc4718f28f93,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.03445186843962944, -0.144523812902605, -0.03506887923086478]","[-0.03445186843962944, -0.144523812902605, -0.03506887923086478]","[-0.03445186843962944, -0.144523812902605, -0.03506887923086478]","[-0.03445186843962944, -0.144523812902605, -0.03506887923086478]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,41a1bd2b4546d99fc1a1a82eb134d29ef3b21ef28fe735d5a248c88397d5de4b,0.0
E2_SHADOW_DIAGNOSTIC,"[0.4625, 0.009999999999999934, -0.020000000000000146]","[0.4625, 0.009999999999999934, -0.020000000000000146]","[0.4622501347603123, 0.009999999996388923, -0.01999999998854077]","[0.46200026952062456, 0.009999999992777913, -0.019999999977081396]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,45ab4d11c93de51478bccccd88df14b4b634e960d5333e430fcf6852e61ad46e,0.0
E2_SHADOW_DIAGNOSTIC,"[0.06899184806492659, -0.23415830349438907, -0.07963030786767523]","[0.06899184806492659, -0.23415830349438907, -0.07963030786767523]","[0.06899184806492659, -0.23415830349438907, -0.07963030786767523]","[0.06899184806492659, -0.23415830349438907, -0.07963030786767523]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,463da07e21ef7084dc4580afc86de4cad9c8e877d74080463755376a9bef9179,0.0
E2_SHADOW_DIAGNOSTIC,"[0.42812395525151636, -0.12248861058737777, 0.03604887161590645]","[0.42812395525151636, -0.12248861058737777, 0.03604887161590645]","[0.4279528515153502, -0.12224264237756378, 0.03582147974565487]","[0.427781747779184, -0.1219966741677498, 0.03559408787540329]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,46f64b570c94c97a8d74ff2ad0851b8a191b7618fffeffdd5023153e4339e6b9,0.0
E2_SHADOW_DIAGNOSTIC,"[0.31869386787555604, 0.2501960415394661, -0.07872814677288671]","[0.31869386787555604, 0.2501960415394661, -0.07872814677288671]","[0.31869386787555604, 0.2501960415394661, -0.07872814677288671]","[0.31869386787555604, 0.2501960415394661, -0.07872814677288671]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,4cb58df0c263f046cf8998c98a64aeb9ad0ba4f16fef56e76224c59e891decf6,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.03445186843962941, 0.16452381290260507, -0.00493112076913536]","[-0.03445186843962941, 0.16452381290260507, -0.00493112076913536]","[-0.03420186843964865, 0.16434023586014412, -0.004766263716934639]","[-0.03395186843966788, 0.16415665881768318, -0.004601406664733918]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,541ec35e349f0ad2d640c7637f313b5af93ae02d082787adabb882bbca8762e9,0.0
E2_SHADOW_DIAGNOSTIC,"[0.02497136025498578, 0.22684510154465173, -0.0332186319671926]","[0.02497136025498578, 0.22684510154465173, -0.0332186319671926]","[0.0252213234410998, 0.22659513293715688, -0.032968707188085034]","[0.02547128662721382, 0.22634516432966204, -0.032718782408977465]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,54904dafb1f3a67cc66c5fa8f061c7cc3a64818c1e25cafb42245b19429adca3,0.0
E2_SHADOW_DIAGNOSTIC,"[-0.013084562536643168, 0.1916945526406895, -0.07098352579697088]","[-0.013084562536643168, 0.1916945526406895, -0.07098352579697088]","[-0.013084562536643168, 0.1916945526406895, -0.07098352579697088]","[-0.013084562536643168, 0.1916945526406895, -0.07098352579697088]",0.0,E6_FLIGHT_SAFER,0.0,0.0,S0 current; S1 immediate p+dt*v; S2 next candidate-affected segment; S3 next zero-hold segment.,5645d90fb9888c047509157d4d7a81c7b95fb1d55cb051e063927ca84a3a1f13,0.0
