cohort,detail,endpoint_map_h,environment,factor,level,precontrol_position_map_h,state_id,status,two_step_endpoint_map_h
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,5955840c212b4074ad46d065de442f1d835a0cd5be2975bee15ed83cf50eb0d0,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,,0.13689982180176705,E1_REPLICA_GT_FINE,velocity_scale,0.25,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.1374969755501689,E1_REPLICA_GT_FINE,velocity_scale,0.5,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.1380958628675962,E1_REPLICA_GT_FINE,velocity_scale,0.75,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.13869648389268627,E1_REPLICA_GT_FINE,velocity_scale,1.0,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.1374969755501689,E1_REPLICA_GT_FINE,dt_s,0.025,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.13869648389268627,E1_REPLICA_GT_FINE,dt_s,0.05,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.14111630780993473,E1_REPLICA_GT_FINE,dt_s,0.1,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.14603921460227146,E1_REPLICA_GT_FINE,dt_s,0.2,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,0.13876674275624312
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,0.13877590181812588
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,0.13877590181812588
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.13630440148281353,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.13869648389268627,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,2,0.14111630780993473,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,Frozen selected official state has zero velocity; artificial velocity prohibited.,,E1_REPLICA_GT_FINE,velocity_scale,,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,DATA_BLOCKED_OFFICIAL_NONZERO_VELOCITY_ABSENT,
C0_METHOD_INDEPENDENT,,0.91007301198061,E1_REPLICA_GT_FINE,dt_s,0.025,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.91007301198061,E1_REPLICA_GT_FINE,dt_s,0.05,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.91007301198061,E1_REPLICA_GT_FINE,dt_s,0.1,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.91007301198061,E1_REPLICA_GT_FINE,dt_s,0.2,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,0.9098714374301954
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,0.9096330113357463
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,0.9096330113357463
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.91007301198061,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.91007301198061,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,2,0.91007301198061,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,,0.04875886179727961,E1_REPLICA_GT_FINE,velocity_scale,0.25,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04854846673296747,E1_REPLICA_GT_FINE,velocity_scale,0.5,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04833882532901175,E1_REPLICA_GT_FINE,velocity_scale,0.75,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04812993745126223,E1_REPLICA_GT_FINE,velocity_scale,1.0,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04854846673296747,E1_REPLICA_GT_FINE,dt_s,0.025,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04812993745126223,E1_REPLICA_GT_FINE,dt_s,0.05,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.047301918497668696,E1_REPLICA_GT_FINE,dt_s,0.1,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.045682008285413904,E1_REPLICA_GT_FINE,dt_s,0.2,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,0.0480786455757667
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,0.04806904939059146
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,0.04806904939059146
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.048970010655481296,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.04812993745126223,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,2,0.047301918497668696,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,Frozen selected official state has zero velocity; artificial velocity prohibited.,,E1_REPLICA_GT_FINE,velocity_scale,,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,DATA_BLOCKED_OFFICIAL_NONZERO_VELOCITY_ABSENT,
C0_METHOD_INDEPENDENT,,0.4429947092407792,E1_REPLICA_GT_FINE,dt_s,0.025,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.4429947092407792,E1_REPLICA_GT_FINE,dt_s,0.05,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.4429947092407792,E1_REPLICA_GT_FINE,dt_s,0.1,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.4429947092407792,E1_REPLICA_GT_FINE,dt_s,0.2,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,0.4432058623276258
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,0.44341684532749354
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,0.44341684532749354
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.4429947092407792,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.4429947092407792,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,2,0.4429947092407792,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,,0.04571093204077146,E1_REPLICA_GT_FINE,velocity_scale,0.25,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04584793765612271,E1_REPLICA_GT_FINE,velocity_scale,0.5,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04598513634865719,E1_REPLICA_GT_FINE,velocity_scale,0.75,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04612252812575709,E1_REPLICA_GT_FINE,velocity_scale,1.0,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04584793765612271,E1_REPLICA_GT_FINE,dt_s,0.025,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04612252812575709,E1_REPLICA_GT_FINE,dt_s,0.05,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.046674026226378874,E1_REPLICA_GT_FINE,dt_s,0.1,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.04778629269254763,E1_REPLICA_GT_FINE,dt_s,0.2,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,0.04620051535091731
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,0.04625102686189493
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,0.04625102686189493
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.045574119495190316,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.04612252812575709,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,2,0.046674026226378874,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,,0.216241068351873,E1_REPLICA_GT_FINE,velocity_scale,0.25,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.21622967791282696,E1_REPLICA_GT_FINE,velocity_scale,0.5,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.21622130256105104,E1_REPLICA_GT_FINE,velocity_scale,0.75,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.21621594229071037,E1_REPLICA_GT_FINE,velocity_scale,1.0,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.21622967791282696,E1_REPLICA_GT_FINE,dt_s,0.025,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.21621594229071037,E1_REPLICA_GT_FINE,dt_s,0.05,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.21622465198051494,E1_REPLICA_GT_FINE,dt_s,0.1,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.21631847366780022,E1_REPLICA_GT_FINE,dt_s,0.2,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,0.21621553837578042
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,0.21621553837578042
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,0.21621553837578042
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.21625547388612412,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.21621594229071037,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,2,0.21622465198051494,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,,0.3323141343405449,E1_REPLICA_GT_FINE,velocity_scale,0.25,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.33245893588135683,E1_REPLICA_GT_FINE,velocity_scale,0.5,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.33260677324819243,E1_REPLICA_GT_FINE,velocity_scale,0.75,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.33275764649675993,E1_REPLICA_GT_FINE,velocity_scale,1.0,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.33245893588135683,E1_REPLICA_GT_FINE,dt_s,0.025,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.33275764649675993,E1_REPLICA_GT_FINE,dt_s,0.05,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.3333914994603727,E1_REPLICA_GT_FINE,dt_s,0.1,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.3348049460009399,E1_REPLICA_GT_FINE,dt_s,0.2,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,0.33278109822800506
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,0.33279649878067796
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,0.33279649878067796
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.3321723685711354,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.33275764649675993,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,2,0.3333914994603727,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,tracking_error,,,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,DATA_BLOCKED_NO_FROZEN_TRACKING_ERROR_BUDGET,
C0_METHOD_INDEPENDENT,,0.058895326692257485,E1_REPLICA_GT_FINE,velocity_scale,0.25,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.058863927625785864,E1_REPLICA_GT_FINE,velocity_scale,0.5,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.05883546213317112,E1_REPLICA_GT_FINE,velocity_scale,0.75,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.058809930106254446,E1_REPLICA_GT_FINE,velocity_scale,1.0,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.058863927625785864,E1_REPLICA_GT_FINE,dt_s,0.025,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.058809930106254446,E1_REPLICA_GT_FINE,dt_s,0.05,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.05873713488000355,E1_REPLICA_GT_FINE,dt_s,0.1,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,0.05854473517593815,E1_REPLICA_GT_FINE,dt_s,0.2,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.05,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,0.058793795780952146
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.1,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,0.058782565508779694
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,u_bound_inf,0.2,,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,0.058782565508779694
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,0,0.05892965945177174,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
C0_METHOD_INDEPENDENT,,,E1_REPLICA_GT_FINE,latency_cycles,1,0.058809930106254446,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,MAP_ENDPOINT_EXPOSURE_ONLY,
