frame_index,file_path,exists,regular_file,decodable,width,height,channels,dtype,finite,min,max,mean,std,zero_pixel_ratio,all_zero,sha256,duplicate_content,near_black_descriptive
126,images/0126.png,True,True,True,640,480,3,uint8,True,1.0,254.0,136.24280381944445,57.89875238415823,0.0,False,b00bb24c24da9911ee1488af13e31355bf7d8cdbff6f18734f7006e5a93188d0,False,not_thresholded
127,images/0127.png,True,True,True,640,480,3,uint8,True,1.0,254.0,137.20445421006946,57.1441818397765,0.0,False,443ee81e8576cc7ce054a5e975010e0a6416a84482b5754857348a0785d517a3,False,not_thresholded
128,images/0128.png,True,True,True,640,480,3,uint8,True,1.0,254.0,140.32420789930555,57.351670565630286,0.0,False,f6300cc7ac567d054c9ac0f47e600f70f3ee62e10714b473760c052eeddae1d0,False,not_thresholded
129,images/0129.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.36584635416666,49.20226242561727,0.0,False,45209015c3b3c609ef8873aa771a1cdc1e8c0ea707a8daa476b5f81145f4a69f,False,not_thresholded
130,images/0130.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.64556206597223,49.25484786103214,0.0,False,016584e72cf307ec98532b8260459503f1917b4b0fcb2d48198357c900bb052b,False,not_thresholded
131,images/0131.png,True,True,True,640,480,3,uint8,True,1.0,254.0,122.89148328993056,53.65298581315896,0.0,False,580f7eb4adf8f028dbbf61770502d52bd0f9d8673ad0dea2822c7488d5efa60b,False,not_thresholded
132,images/0132.png,True,True,True,640,480,3,uint8,True,1.0,254.0,112.94600151909722,58.119214259588084,0.0,False,bc6948c5d64c9174aa9311b6825d64e0a72a2e548c7ea0b73f063f8703ebbf64,False,not_thresholded
133,images/0133.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.46708984375,71.98703024637459,0.0,False,aa49e6de0dbd226802f77c90ff40efb24b979be383a549b9e1d837b85d2132f0,False,not_thresholded
134,images/0134.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.32516927083333,84.89641105742585,0.0,False,3df468375028c4012abb8c7d0e140a2d23be725e1e862f7b14531b7ec04b0eaa,False,not_thresholded
135,images/0135.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.21591254340278,89.80351207420644,0.0,False,ed80f99b4b97a903b8cefb4ea7cac2b1f69632dd7ca14bca59b71d01f0ce19d1,False,not_thresholded
136,images/0136.png,True,True,True,640,480,3,uint8,True,1.0,254.0,117.35668077256945,92.04382101446463,0.0,False,8343877c9ee3a0e8f73b4fd6bfb1fe6f856b1fb733aac7c8c3545255d01e0bda,False,not_thresholded
137,images/0137.png,True,True,True,640,480,3,uint8,True,1.0,254.0,113.35903103298611,92.87716452758647,0.0,False,4495b5aef9bb2b8b71a02d0a6b8afbbad7ad803205ffaf403d9a9f8d0fd5f2b8,False,not_thresholded
138,images/0138.png,True,True,True,640,480,3,uint8,True,1.0,254.0,113.23072808159722,93.63347433746914,0.0,False,7412d4fe879d23a624321758434b2911be9304fbc64a3cf28be84febe2ef6d99,False,not_thresholded
139,images/0139.png,True,True,True,640,480,3,uint8,True,1.0,254.0,114.94416558159722,93.32978893665424,0.0,False,b285fd42314aa89d5fa01c07313c24d4e9ec376c81d383d51b950a4e74a19281,False,not_thresholded
140,images/0140.png,True,True,True,640,480,3,uint8,True,1.0,254.0,114.49552734375,93.2891894743999,0.0,False,5f39d7c93afb602d14a1ab0f1adf702e6d2390bae0979dd3c781dea153fe4ab3,False,not_thresholded
141,images/0141.png,True,True,True,640,480,3,uint8,True,1.0,254.0,111.19183159722222,89.94231182902028,0.0,False,7a4921c907439d78780f37fe81d25a2c9ff301078f44537db3e1c0a800275938,False,not_thresholded
142,images/0142.png,True,True,True,640,480,3,uint8,True,1.0,254.0,107.38904730902777,87.87528751140545,0.0,False,0545ea5a8b9c3861ca7d34687cde587a7dcc75444033547d5f19a8f404b1b7b2,False,not_thresholded
143,images/0143.png,True,True,True,640,480,3,uint8,True,1.0,254.0,113.84273328993055,92.91043948230333,0.0,False,00c87a3e638efa6ed1e732ef3dacade05ad3d920e8198a3f1697145fd97dd2ac,False,not_thresholded
144,images/0144.png,True,True,True,640,480,3,uint8,True,1.0,254.0,111.64530924479166,90.35141955404856,0.0,False,89e70e8738294648b9e0126e1a3ec2ed3dcf2669670ed95b3738f41debe1fd76,False,not_thresholded
145,images/0145.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.39451497395834,94.05723201421911,0.0,False,411985312a92a47dd6b140cf708cfe365ee4d4358a43f22829d7a94f24bdd5b3,False,not_thresholded
146,images/0146.png,True,True,True,640,480,3,uint8,True,1.0,254.0,130.71476019965277,95.74940482490744,0.0,False,967c34d87d6e88cf470713360719cf512a63730c443f36004916d82f6d84af4c,False,not_thresholded
147,images/0147.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.73477213541668,94.28576123342988,0.0,False,df6b01d1ef394bd4699217587750bf99d98ca4083bef9c8b79b421570b771345,False,not_thresholded
148,images/0148.png,True,True,True,640,480,3,uint8,True,1.0,254.0,130.10968207465277,83.63025451649386,0.0,False,820be46e49e009d5a951a1dffb6de6fd761e4a2806381b41aff9a607fe9d04eb,False,not_thresholded
149,images/0149.png,True,True,True,640,480,3,uint8,True,1.0,254.0,139.0368478732639,85.31819417608772,0.0,False,09f59e65c1ac9a972e3311944b8bcef87a62db06cea8409ecf2d46de503cd6e7,False,not_thresholded
150,images/0150.png,True,True,True,640,480,3,uint8,True,1.0,254.0,136.63431532118057,86.1134298676956,0.0,False,f354e78def82b911c7319ed39bf18606c1f0ca729243baf7112712e14489c52c,False,not_thresholded
151,images/0151.png,True,True,True,640,480,3,uint8,True,1.0,254.0,131.01557725694445,88.58470519166504,0.0,False,486f82978477fecc1d9a10c280ad7aabdcc38086fad6b425847bf15215015cb6,False,not_thresholded
152,images/0152.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.22317925347222,92.06213508619307,0.0,False,4ac69f3766329ae831644e24fca0596388fb37db8f5dba28e094e5dff0f50a67,False,not_thresholded
153,images/0153.png,True,True,True,640,480,3,uint8,True,1.0,254.0,120.91830729166666,92.31833894071981,0.0,False,66303cc497a3408447b5fa596c3196ebb1c91e37f0bfb938816869ca904bed36,False,not_thresholded
154,images/0154.png,True,True,True,640,480,3,uint8,True,1.0,254.0,119.9702734375,96.12085169768537,0.0,False,49ba61b39318e167ca3d0c1b938ece57d6debc41050ea9d906d6cc333cd5d949,False,not_thresholded
155,images/0155.png,True,True,True,640,480,3,uint8,True,1.0,254.0,122.43015082465278,100.44647389773587,0.0,False,5e2ccaf9cc5a1287d0444b9238c5392d2a01ce2a4e99ef10f00f0d2b1d9d0472,False,not_thresholded
156,images/0156.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.98181206597222,102.0243764228767,0.0,False,95ce2513c0f2be44817b243f3b3a046274686eb4bceac3be3d8ecd485dbd0b8e,False,not_thresholded
157,images/0157.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.745234375,100.63227956905531,0.0,False,082d85190f8476813ca6e985913fd7dd0b5500a575ab3cb7ef0add09aee77d76,False,not_thresholded
158,images/0158.png,True,True,True,640,480,3,uint8,True,1.0,254.0,133.40164171006944,99.69934008685534,0.0,False,69374334c3fbc3fab879c2b37ea4cf85d76abcf2f0a4367bdf1c2ec7c0434fb8,False,not_thresholded
159,images/0159.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.34878797743056,97.89996638138501,0.0,False,9844ce4b3b697643cfb06211a96c554e3f16b57b6a288e127165402847351f77,False,not_thresholded
160,images/0160.png,True,True,True,640,480,3,uint8,True,1.0,254.0,131.20967881944443,94.38180983792513,0.0,False,8c8aee96aab876dcf4a17b64c74694ac8c4acb21ea26e4d020d82e5a045375d6,False,not_thresholded
161,images/0161.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.95667209201389,91.97728371322764,0.0,False,79e012350f7b5a1766938a9435e24794eb6c606de67fe2af1149e688b3fd7b53,False,not_thresholded
162,images/0162.png,True,True,True,640,480,3,uint8,True,1.0,254.0,127.44321614583333,90.05001191941983,0.0,False,538a8cec5e39ae62f6b56121b2b09796d44663ed4d6bc26bb98f53504e883541,False,not_thresholded
163,images/0163.png,True,True,True,640,480,3,uint8,True,1.0,254.0,113.70882921006944,81.88365756387597,0.0,False,bf5baa31078eee6bd8c4bb57c591f67640f4143d50d78ade0cf361ddde5b2397,False,not_thresholded
164,images/0164.png,True,True,True,640,480,3,uint8,True,1.0,254.0,115.82368815104167,75.72464197469772,0.0,False,10fcb3a008be3a1af220be3ca75af7b464ad87b6cc95d769b63ec325b8a31a25,False,not_thresholded
165,images/0165.png,True,True,True,640,480,3,uint8,True,1.0,254.0,114.42073676215277,75.56330567116362,0.0,False,e68e54f4cea2b3d0eb552d208558d45007bcab8368d30190c75bb24b2dde3792,False,not_thresholded
166,images/0166.png,True,True,True,640,480,3,uint8,True,1.0,254.0,107.10340386284722,74.57244388412666,0.0,False,74e5179e4e0e9a83c0aaf8e3eea170109deb71a0f587951ef13be7ff69ce440e,False,not_thresholded
167,images/0167.png,True,True,True,640,480,3,uint8,True,1.0,254.0,111.01243815104166,72.24645662763675,0.0,False,6d70b6a0c78a278f896e3bf153277833b5abc6cbb4b1299e332b4a39696ebae2,False,not_thresholded
168,images/0168.png,True,True,True,640,480,3,uint8,True,1.0,254.0,113.51643229166666,69.10248500891176,0.0,False,856b69f7a4a7a917b31167094e418b4e9e18b73d690802088c0f7516f4f1f77c,False,not_thresholded
169,images/0169.png,True,True,True,640,480,3,uint8,True,1.0,254.0,111.48710828993056,65.1078401533088,0.0,False,ed3707d0f9ccc99b17d697e695dbd55d0d5d5497cca04d17ed985225563695b5,False,not_thresholded
170,images/0170.png,True,True,True,640,480,3,uint8,True,1.0,254.0,115.41215060763889,63.735336459827806,0.0,False,f3fa5c343f4782af7fcb775430ebea97db5ab02232d603468742ae526d15c737,False,not_thresholded
171,images/0171.png,True,True,True,640,480,3,uint8,True,1.0,254.0,118.66985243055555,62.788143149141725,0.0,False,0e8d847ccf614b1e04d863052e195f90749b2c69fefb26535e4baf310fdef1b2,False,not_thresholded
172,images/0172.png,True,True,True,640,480,3,uint8,True,1.0,254.0,119.05122504340278,63.94438363004623,0.0,False,fa53be90026fd9a06370e401701bae02b184c153d0d7888e318208232b34c0cf,False,not_thresholded
173,images/0173.png,True,True,True,640,480,3,uint8,True,1.0,254.0,104.10479058159723,63.98702773847056,0.0,False,1d35f44c6fda091c2973398853ce3bd6ef741b4ca92b5119a66657e8c6684c5a,False,not_thresholded
174,images/0174.png,True,True,True,640,480,3,uint8,True,1.0,254.0,108.31046875,71.87300771844428,0.0,False,07394bc25fac4ab3ccc0b5819a341401d0f4acdaf3da6ae203449403b8ad2b17,False,not_thresholded
175,images/0175.png,True,True,True,640,480,3,uint8,True,1.0,254.0,108.71842122395833,81.32165224978031,0.0,False,fefbb8e63174e11467f10cd4a95e4b7249747901af079f1cf2e70c1673836f60,False,not_thresholded
176,images/0176.png,True,True,True,640,480,3,uint8,True,1.0,254.0,113.21684136284722,83.68042843383529,0.0,False,376f93026a5a8962d20c4cd3163725fc8b0492b083cefbc27b2a262f96e0381a,False,not_thresholded
177,images/0177.png,True,True,True,640,480,3,uint8,True,1.0,254.0,102.80471028645833,75.11745924434183,0.0,False,650a5ba94e20b8c73ec582f11adff7d2fe8f2ce59d990e795cac32c3c79e62dd,False,not_thresholded
178,images/0178.png,True,True,True,640,480,3,uint8,True,1.0,254.0,96.36054144965277,68.63355066905112,0.0,False,83b23344c5ae7d5c696a8238d01ff01a3bc4a57c26b4115ee4a3a885415ce2a9,False,not_thresholded
179,images/0179.png,True,True,True,640,480,3,uint8,True,1.0,254.0,106.93063042534722,68.92946201481658,0.0,False,023ecb9f144fb728d41934737d5f140a3419144f2e26a7ccb68a8825216a683c,False,not_thresholded
180,images/0180.png,True,True,True,640,480,3,uint8,True,1.0,254.0,118.38767469618055,73.46351799890967,0.0,False,13ba3f1667e0cb28ce76d5eedcc308071a410a3169ff2c72650c8a9aee670803,False,not_thresholded
181,images/0181.png,True,True,True,640,480,3,uint8,True,1.0,254.0,122.90210611979167,72.16952463120991,0.0,False,eb2d117f55050cb20bf65459810bed1c0640c0669ff0f1a5ae6ef5b96b411621,False,not_thresholded
182,images/0182.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.38332139756943,72.64013869630904,0.0,False,0043f0cdb862721cecdb1fe9cb2341838334377c2b8dddfb38be3102917a7840,False,not_thresholded
183,images/0183.png,True,True,True,640,480,3,uint8,True,1.0,254.0,128.32514539930557,72.55465659232168,0.0,False,51c2c236dfc6e75acaf43b87077f242eb3376e72967a3af19dacf2fc732f445e,False,not_thresholded
184,images/0184.png,True,True,True,640,480,3,uint8,True,1.0,244.0,131.21893446180556,68.77874379862871,0.0,False,111526cccf7fb3d4c08a48199cafd5215c66ef26cf3ec131ad0ac07fd13bf5cf,False,not_thresholded
185,images/0185.png,True,True,True,640,480,3,uint8,True,1.0,236.0,134.6982769097222,60.18600986876701,0.0,False,e0ea75a6a414bc9fd73e8fe9b11cdf007761a98ac353b26bdb0042744cfb1cbb,False,not_thresholded
186,images/0186.png,True,True,True,640,480,3,uint8,True,1.0,254.0,161.99116753472222,60.09191251184561,0.0,False,63b5fd65447598a7da2f6450766cca7caba626aae64aaefea9f9319ff4e12a0d,False,not_thresholded
187,images/0187.png,True,True,True,640,480,3,uint8,True,1.0,254.0,161.4827951388889,58.13226906458169,0.0,False,1e68cf496f8e2af35328a372756876c7a9d70684da4d3c6dbdb62122e207a483,False,not_thresholded
188,images/0188.png,True,True,True,640,480,3,uint8,True,1.0,254.0,157.8390473090278,68.35954116046105,0.0,False,117ccdecf2d527436ca4e548096f2bc1e580511d80d4093aa98c808f360a7221,False,not_thresholded
189,images/0189.png,True,True,True,640,480,3,uint8,True,1.0,254.0,148.6960622829861,80.29306135885173,0.0,False,f1f7948be24104ca6354611186cfd6b10935f7b4cd36a43436f44e295f481c85,False,not_thresholded
190,images/0190.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.89051106770833,80.83815431432285,0.0,False,dff4d41b5cf45a2d990daf2ae50d126c5d6e009b9d07214dfc958e12313caa94,False,not_thresholded
191,images/0191.png,True,True,True,640,480,3,uint8,True,1.0,254.0,137.53949001736112,83.09975789467205,0.0,False,d426ae6dd22038bc8d03269e47b86582f0275d9d5ed515c3bac201dbfb8f3bfd,False,not_thresholded
192,images/0192.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.94755967881943,78.0226966748156,0.0,False,b7a21f70b0d35823dd739b17436c3d7b7be45cebd9504b3c78ef53c6b143a380,False,not_thresholded
193,images/0193.png,True,True,True,640,480,3,uint8,True,1.0,254.0,133.75094292534723,71.04699792649208,0.0,False,6d3e65024a6b5954f1b1a3309cb861c8607cf4611ffe62ac8017cd3a3151ee6e,False,not_thresholded
194,images/0194.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.55622829861112,69.31323573970772,0.0,False,3da10869567fc30d6d33e142744ac324621270495363d04035a33d5d87f80d9b,False,not_thresholded
195,images/0195.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.89560980902777,70.76126250044425,0.0,False,7aa843b94cc1b9665bb754437cf2503ba9392c67e3ee281bd514381c16acd32f,False,not_thresholded
196,images/0196.png,True,True,True,640,480,3,uint8,True,1.0,254.0,144.13108289930557,76.80285464314467,0.0,False,8846e1814539b4a226e9b94757b6fa0312b6bf0b588e606770d20f774a4bdf96,False,not_thresholded
197,images/0197.png,True,True,True,640,480,3,uint8,True,1.0,254.0,142.09239149305554,85.37313364140377,0.0,False,8ede17f09d96612bdd1ccb6221d06fc82e3104d050afd7e9a82f6eded04cf6ae,False,not_thresholded
198,images/0198.png,True,True,True,640,480,3,uint8,True,1.0,254.0,122.77908420138888,83.94534341991226,0.0,False,aab8bc0c33358020e81d8a3375c8c654b6f4ef49402e6b7986b98be0ea8d163d,False,not_thresholded
199,images/0199.png,True,True,True,640,480,3,uint8,True,1.0,254.0,135.24940863715278,84.09895381867688,0.0,False,6d0d6d56d1247574003f90146538026a829364afb8b89f75c47406af2f9e2de2,False,not_thresholded
200,images/0200.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.45023763020833,81.89317237531262,0.0,False,03d91d357324658ecd4aacdfe931c3e23d4c6cf342998ff2ff7abc90ae06a5e9,False,not_thresholded
201,images/0201.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.62013780381945,80.17957734297232,0.0,False,1e7f8ee1d31eedd686d8abf260bf668df467573f99e9375f00b30663e5018c74,False,not_thresholded
202,images/0202.png,True,True,True,640,480,3,uint8,True,1.0,254.0,137.0563498263889,84.58442983202977,0.0,False,41e2d24a245164687b13d0d1fe2fc89e00fbdefdb9cec8b545041ee12c75d6b2,False,not_thresholded
203,images/0203.png,True,True,True,640,480,3,uint8,True,1.0,254.0,133.23859157986112,84.02980150044299,0.0,False,6df8d2e45e14ea48e7a2516a703612cd43e2012585f8f8e5014e4bfdade52cd7,False,not_thresholded
204,images/0204.png,True,True,True,640,480,3,uint8,True,1.0,254.0,133.28399305555556,88.75835832771584,0.0,False,336ccd98033d562533ba7111a6a165138ba621ddc300f77df0a4eb88b01f685c,False,not_thresholded
205,images/0205.png,True,True,True,640,480,3,uint8,True,1.0,254.0,131.30508572048612,91.09989650124875,0.0,False,a93e37b43f188c07105b009877310c9489ce3879e40a88ad09564d98bb656301,False,not_thresholded
206,images/0206.png,True,True,True,640,480,3,uint8,True,1.0,254.0,131.11292100694445,93.24538032043804,0.0,False,327fd52a5c3c07a3a83f99091a81a58fbd2e64ccfd7a709a07c019e26ea42aa8,False,not_thresholded
207,images/0207.png,True,True,True,640,480,3,uint8,True,1.0,254.0,122.37541666666667,92.09353379494283,0.0,False,b279e971b073a4a3e50df47f1299227a271f3ed28f66a3d2155a528740794c50,False,not_thresholded
208,images/0208.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.33481119791666,87.21700202766881,0.0,False,52e36dc8ad72f5754ecc7d36e982116431631602da22e71947730a49be3a2dbb,False,not_thresholded
209,images/0209.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.63476236979167,87.44040346991864,0.0,False,1a9a0b542e2b4bf7153671726d03b7e246b210d85dde44c5bd2a106b80ed580b,False,not_thresholded
210,images/0210.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.36371961805555,87.28922633403451,0.0,False,f1fa6497a5c6e57943c74b3238762c74681a0b9d4d49b79d218844845916648c,False,not_thresholded
211,images/0211.png,True,True,True,640,480,3,uint8,True,1.0,254.0,121.63508138020833,86.06993309393837,0.0,False,ad41390517983799344de69b00680e7e2ecce99f379719b941732e1314019539,False,not_thresholded
212,images/0212.png,True,True,True,640,480,3,uint8,True,1.0,254.0,116.72335503472222,85.50077382047482,0.0,False,1cb9136e6fc8151be453125262d19409a8474b748db49551a319f35dc7758d3f,False,not_thresholded
213,images/0213.png,True,True,True,640,480,3,uint8,True,1.0,254.0,111.89207465277778,85.45614304564347,0.0,False,79220bd4c5a0968d32bb9de6602cb29d31cf4f367bacc6cb2ba0503293603b18,False,not_thresholded
214,images/0214.png,True,True,True,640,480,3,uint8,True,1.0,254.0,110.920087890625,86.35880528675992,0.0,False,125eb0f90b29aab7ce8d9a81f0f64247dc041836dc9eb16255e5ec7c57543628,False,not_thresholded
215,images/0215.png,True,True,True,640,480,3,uint8,True,1.0,254.0,118.97840603298611,90.17479737280603,0.0,False,338f5e6f65791b1a96de28a08d1394a06462919225052dc386b3da28d58527c2,False,not_thresholded
216,images/0216.png,True,True,True,640,480,3,uint8,True,1.0,254.0,128.13490668402778,94.30030295051088,0.0,False,72ef9aac9cb9b42e7da3bf0c0525e03e9db2ae44bf4fee4feb8ab589dd319ea6,False,not_thresholded
217,images/0217.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.69013563368055,98.71613691058037,0.0,False,622febd0e3a77decbaf36c3302117b49ef663665bc5470318cbb6a88a1d8c4cb,False,not_thresholded
218,images/0218.png,True,True,True,640,480,3,uint8,True,1.0,254.0,121.78941514756944,95.65511463980533,0.0,False,e729554a4bc85c073d66a4a88c6b543f4bc15e3127e6ca6b3fde1cb355ecd65e,False,not_thresholded
219,images/0219.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.16540907118056,86.42474272093091,0.0,False,070f9cba6fc2b02666e2e1d669911a3c4394805fc775c6c216f7910d3e6b1aa9,False,not_thresholded
220,images/0220.png,True,True,True,640,480,3,uint8,True,1.0,254.0,157.8912521701389,81.94054941431148,0.0,False,d0eb7662bbb12209e71a42366f51113cf3003eb3c042f61151881713976b7c8e,False,not_thresholded
221,images/0221.png,True,True,True,640,480,3,uint8,True,1.0,254.0,167.1707595486111,81.09252900780331,0.0,False,b2779e081a07ea7923f4dace7e3d1279c534a527bf2876cbd337956479ced74a,False,not_thresholded
222,images/0222.png,True,True,True,640,480,3,uint8,True,1.0,254.0,166.27996419270832,81.24517667333247,0.0,False,c117c951cfac4e0faa9a7072a27ad4f86457801b9e22f5049da0345b0ae9da6e,False,not_thresholded
223,images/0223.png,True,True,True,640,480,3,uint8,True,1.0,254.0,159.50219075520835,83.60430341987258,0.0,False,bf72e508866f121d7383e4ea92209d33fd0d6e0b116d6616006e9bd9540535cf,False,not_thresholded
224,images/0224.png,True,True,True,640,480,3,uint8,True,1.0,254.0,138.809599609375,87.09991798361244,0.0,False,2faa1c05f7aed5c4ca0a318b054e201d03047f7a5d121776de3574e8d6eb035d,False,not_thresholded
225,images/0225.png,True,True,True,640,480,3,uint8,True,1.0,254.0,122.60533420138889,86.90401344419881,0.0,False,f7d69114ea052bfce98250c3b8a1b5a9d2cc0750be47a2693182ee697e093676,False,not_thresholded
226,images/0226.png,True,True,True,640,480,3,uint8,True,1.0,254.0,136.83322374131944,86.9922304393714,0.0,False,c23a094cc790f324dfb3a7431062a2cd34fcd8da5bfb46b402b9c058a674ed09,False,not_thresholded
227,images/0227.png,True,True,True,640,480,3,uint8,True,1.0,254.0,138.1393695746528,85.02591597077057,0.0,False,9ca0ed1dc402cddadd2995a272f2c7551c8540418172740474f2e4d2e3d9cbe8,False,not_thresholded
228,images/0228.png,True,True,True,640,480,3,uint8,True,1.0,254.0,120.44995551215278,78.5556227232313,0.0,False,c55e2746bd3ec7ef8d6d44d8d933b002b50b522e12cde5923258009f16fac136,False,not_thresholded
229,images/0229.png,True,True,True,640,480,3,uint8,True,1.0,254.0,106.58291341145834,72.7702019512992,0.0,False,62029735eb2d4a624135d9a572aed19f0904a8c6206e568100306d01c6216192,False,not_thresholded
230,images/0230.png,True,True,True,640,480,3,uint8,True,1.0,254.0,95.04235894097222,70.07730923122102,0.0,False,093661adec432ffcf1406988e140a1b75463c2f2d4ba140a30a870f569e15b58,False,not_thresholded
231,images/0231.png,True,True,True,640,480,3,uint8,True,1.0,254.0,86.62647243923611,71.96255229706303,0.0,False,d116e5b450361a9e4a70ffffe9d29eccf04df42d7a0934ee3ecdef682ce795d4,False,not_thresholded
232,images/0232.png,True,True,True,640,480,3,uint8,True,1.0,254.0,108.87650824652778,84.21583729891285,0.0,False,5247ccf0290ab0a4722c0b3728e8ec7749763e61777375b4f4171bf75506bf2b,False,not_thresholded
233,images/0233.png,True,True,True,640,480,3,uint8,True,1.0,254.0,111.79783745659722,84.33890073624423,0.0,False,af24a73e034d8da2d63122283119fbe76af2f66c144fae56e5a8480b062f4abc,False,not_thresholded
234,images/0234.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.06741861979167,88.66352113780708,0.0,False,446f69ed615d587ba275f789875acc75ea82a7927c39167c2e99b63598301f1e,False,not_thresholded
235,images/0235.png,True,True,True,640,480,3,uint8,True,1.0,254.0,135.41491427951388,95.37417782385556,0.0,False,36008ddb4635d2aea702e40ac1e3b64baec5a2a81f73c994088ba63e4e48dcc4,False,not_thresholded
236,images/0236.png,True,True,True,640,480,3,uint8,True,1.0,254.0,139.6797732204861,97.48349133159336,0.0,False,380d3700965fa5f1504f508e7cf0fdd0871440fb4c98268a9641743a3b16d6b9,False,not_thresholded
237,images/0237.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.99336046006944,90.74441486135308,0.0,False,88fe9573ae90ddeaa3b65bcfa5facd48f1caa30c589fdcc899b7d9768d21c825,False,not_thresholded
238,images/0238.png,True,True,True,640,480,3,uint8,True,1.0,254.0,127.77000434027778,91.02016723405838,0.0,False,0a5d23bb4bcceb85472320082cbe7ed3718993d7b35971d15bcb4941dd7558b3,False,not_thresholded
239,images/0239.png,True,True,True,640,480,3,uint8,True,1.0,254.0,128.00905381944443,89.88449768269675,0.0,False,156c7a01df9064d1669a069755158ec62e956ec23eccc86aa8dfceeef14852b3,False,not_thresholded
240,images/0240.png,True,True,True,640,480,3,uint8,True,1.0,254.0,130.21516059027778,89.21793116826177,0.0,False,6a7b26e402781abc3f716e0147d687c9b0d702660bb4f0f96cdf48cbaf72b3cc,False,not_thresholded
241,images/0241.png,True,True,True,640,480,3,uint8,True,1.0,254.0,133.14039930555555,88.54702831470327,0.0,False,1f68e1f77e732e2cab726c09360c5f91d860ba31ff6d8940b890903e1fd1e77d,False,not_thresholded
242,images/0242.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.54027018229166,88.1884292848899,0.0,False,791de7bdee86defde421a0690f423d393519c57559e8fcb931dad7510aa9cfcc,False,not_thresholded
243,images/0243.png,True,True,True,640,480,3,uint8,True,1.0,254.0,128.12137152777777,87.67334073995542,0.0,False,fdc7c56695e4741d37e85d83119867ece4f6b9e0128b9e0df046ca72a868f068,False,not_thresholded
244,images/0244.png,True,True,True,640,480,3,uint8,True,1.0,254.0,119.8694140625,84.99380953154444,0.0,False,2e5c6d1d29cea47a942e69888c46761dbcf62c7cea3bf1dcfcfc77881151d441,False,not_thresholded
245,images/0245.png,True,True,True,640,480,3,uint8,True,1.0,254.0,118.19691514756944,83.16303471052028,0.0,False,9dbe07a249625bcf9e61a386a4ea822922d0d4ed06ccaa17c65326b0ef261b3c,False,not_thresholded
246,images/0246.png,True,True,True,640,480,3,uint8,True,1.0,254.0,118.53022894965278,83.09798990642541,0.0,False,2b07b95f25646fdcdfdc3dc17dd22406a3c311528bbc86934b2dc2a399707acb,False,not_thresholded
247,images/0247.png,True,True,True,640,480,3,uint8,True,1.0,254.0,118.89870225694445,82.62237331700544,0.0,False,7ce80486305a9c69c6aace9a77a9a573b145656481fde319c8cc695115329517,False,not_thresholded
248,images/0248.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.07940321180556,81.73059169985937,0.0,False,2700a79e6c8e59edef66fd92b040d8c091907f951d484bead5b53abcbfc832e4,False,not_thresholded
249,images/0249.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.37170789930556,82.20314987190328,0.0,False,5a2edf6ab97bdcc03277517cce905da80e4d4f6fddc095a91eebcb6646d48dad,False,not_thresholded
250,images/0250.png,True,True,True,640,480,3,uint8,True,1.0,254.0,137.2014214409722,78.45100528472766,0.0,False,ff9780c88639cf10fcb67874b3d2e3ea736b79064806b72351f3cb26792b8799,False,not_thresholded
251,images/0251.png,True,True,True,640,480,3,uint8,True,1.0,254.0,139.89423936631945,76.39943663254304,0.0,False,eae5ac22a045bf178fe8717fb0909f5ce7528971ea8290895e4047736b90a3e4,False,not_thresholded
252,images/0252.png,True,True,True,640,480,3,uint8,True,1.0,254.0,146.35875868055555,76.01976937072274,0.0,False,f04f38f2f903ef22aff52ac5ce818b4a9ed9fc4fe512cfb00a70596466d42cbc,False,not_thresholded
253,images/0253.png,True,True,True,640,480,3,uint8,True,1.0,254.0,139.97441514756943,79.06347553563971,0.0,False,b1dbfe8a3d51d96c08c66beec47e829432a4e50d16628a10c1895a8f5022febb,False,not_thresholded
