frame_index,shape,finite,rotation_orthogonality_error,rotation_determinant_error,bottom_row_error,inverse_consistency_error,translation_x,translation_y,translation_z
229,4x4,True,1.1102230246251565e-16,0.0,0.0,1.9683124377773384e-16,-0.8077,0.4523,1.5295
230,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,1.51060451151863e-16,-0.7613,0.4283,1.5215
231,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,-0.7249,0.407,1.503
232,4x4,True,2.220446049250313e-16,3.3306690738754696e-16,0.0,1.1102230246251565e-16,-0.6913,0.3747,1.474
233,4x4,True,8.881784197001252e-16,8.881784197001252e-16,0.0,2.220446049250313e-16,-0.6686,0.3315,1.4487
234,4x4,True,4.440892098500626e-16,3.3306690738754696e-16,0.0,1.8737010933252702e-16,-0.6721,0.2932,1.4369
235,4x4,True,1.1102230246251565e-16,0.0,0.0,3.3306690738754696e-16,-0.7165,0.2281,1.4298
236,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,-0.7593,0.1678,1.4332
237,4x4,True,3.3306690738754696e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,-0.8138,0.0911,1.4432
238,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,4.440892098500626e-16,-0.8513,0.0357,1.4547
239,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,3.3306690738754696e-16,-0.8837,-0.0317,1.4695
240,4x4,True,1.1102230246251565e-16,0.0,0.0,5.551115123125783e-16,-0.8855,-0.08,1.4731
241,4x4,True,4.440892098500626e-16,3.3306690738754696e-16,0.0,6.661338147750939e-16,-0.8522,-0.1344,1.4639
242,4x4,True,6.661338147750939e-16,7.771561172376096e-16,0.0,1.1102230246251565e-16,-0.7919,-0.1892,1.4534
243,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,-0.7391,-0.2373,1.4488
244,4x4,True,1.3322676295501878e-15,1.1102230246251565e-15,0.0,2.220446049250313e-16,-0.6652,-0.306,1.4438
245,4x4,True,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,-0.6111,-0.3476,1.4374
246,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,1.6653345369377348e-16,-0.5416,-0.383,1.4307
247,4x4,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,5.551115123125783e-17,-0.4834,-0.3959,1.4244
248,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,-0.3866,-0.3901,1.4121
249,4x4,True,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,-0.3017,-0.378,1.4053
250,4x4,True,1.4836627473513045e-16,0.0,0.0,2.220446049250313e-16,-0.197,-0.3631,1.4021
251,4x4,True,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,-0.103,-0.3534,1.3917
252,4x4,True,4.440892098500626e-16,6.661338147750939e-16,0.0,1.1102230246251565e-16,-0.027,-0.344,1.3681
253,4x4,True,6.661338147750939e-16,7.771561172376096e-16,0.0,4.440892098500626e-16,0.0435,-0.3352,1.3304
254,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.0979,-0.3338,1.3065
255,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,0.1629,-0.3343,1.3053
256,4x4,True,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0.2102,-0.3315,1.3305
257,4x4,True,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,0.246,-0.3215,1.3744
258,4x4,True,6.661338147750939e-16,6.661338147750939e-16,0.0,1.1102230246251565e-16,0.2672,-0.3108,1.4174
259,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.2943,-0.2968,1.4644
260,4x4,True,6.661338147750939e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,0.3164,-0.2816,1.5075
261,4x4,True,4.440892098500626e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.3355,-0.2634,1.5515
262,4x4,True,5.551115123125783e-16,5.551115123125783e-16,0.0,2.220446049250313e-16,0.3502,-0.2444,1.5798
263,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.3627,-0.2267,1.5748
264,4x4,True,3.3306690738754696e-16,3.3306690738754696e-16,0.0,1.1102230246251565e-16,0.3831,-0.2115,1.538
265,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,0.4084,-0.211,1.5048
266,4x4,True,6.661338147750939e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,0.4548,-0.2262,1.4709
267,4x4,True,6.661338147750939e-16,6.661338147750939e-16,0.0,1.942890293094024e-16,0.4981,-0.2493,1.4482
268,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.5752,-0.281,1.4169
269,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,0.6465,-0.2908,1.3944
270,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.7389,-0.277,1.3605
271,4x4,True,6.661338147750939e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,0.8273,-0.2447,1.3251
272,4x4,True,4.440892098500626e-16,6.661338147750939e-16,0.0,8.437511877857756e-17,0.8869,-0.2172,1.3047
273,4x4,True,3.3306690738754696e-16,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.9443,-0.1753,1.2963
274,4x4,True,6.661338147750939e-16,6.661338147750939e-16,0.0,3.3306690738754696e-16,0.976,-0.1386,1.3036
275,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,1.0145,-0.0852,1.3159
276,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,1.0351,-0.052,1.3222
277,4x4,True,2.220446049250313e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.045,-0.0232,1.3251
278,4x4,True,4.440892098500626e-16,3.3306690738754696e-16,0.0,2.220446049250313e-16,1.0518,-0.0076,1.3332
279,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,3.5214886562329184e-16,1.0702,0.0155,1.357
280,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,4.440892098500626e-16,1.0824,0.0295,1.3786
281,4x4,True,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,1.0814,0.028,1.3982
282,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,1.07,0.0067,1.4198
283,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,4.440892098500626e-16,1.0627,-0.0187,1.4277
284,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,4.440892098500626e-16,1.0567,-0.0469,1.4248
285,4x4,True,5.551115123125783e-16,5.551115123125783e-16,0.0,1.5469723765698158e-16,1.0487,-0.072,1.422
286,4x4,True,4.440892098500626e-16,1.1102230246251565e-16,0.0,3.608224830031759e-16,1.0329,-0.1033,1.4326
287,4x4,True,2.220446049250313e-16,0.0,0.0,3.3306690738754696e-16,1.0081,-0.1397,1.4558
288,4x4,True,1.1102230246251565e-16,1.1102230246251565e-16,0.0,2.7755575615628914e-16,0.9608,-0.1904,1.4801
289,4x4,True,2.220446049250313e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.914,-0.2367,1.4952
290,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,0.8545,-0.2811,1.5087
291,4x4,True,6.661338147750939e-16,8.881784197001252e-16,0.0,2.220446049250313e-16,0.7991,-0.3152,1.5144
292,4x4,True,4.440892098500626e-16,4.440892098500626e-16,0.0,2.7755575615628914e-16,0.767,-0.3349,1.5102
293,4x4,True,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.7358,-0.3499,1.4909
294,4x4,True,2.220446049250313e-16,1.1102230246251565e-16,0.0,4.440892098500626e-16,0.7241,-0.3537,1.48
295,4x4,True,6.661338147750939e-16,5.551115123125783e-16,0.0,2.7755575615628914e-16,0.7198,-0.3546,1.4754
296,4x4,True,3.3306690738754696e-16,2.220446049250313e-16,0.0,1.6653345369377348e-16,0.7198,-0.3558,1.4758
297,4x4,True,6.661338147750939e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,0.7224,-0.3575,1.4784
298,4x4,True,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.7245,-0.3598,1.4807
299,4x4,True,2.220446049250313e-16,0.0,0.0,2.7755575615628914e-16,0.7263,-0.3634,1.4841
