frame_index,frame_id,location_id,source_candidate_id,location_hash,source_navmesh_position,camera_world_position,base_yaw_deg,yaw_slot,yaw_offset_deg,final_yaw_deg,quaternion_xyzw,camera_to_world,split,independent_valid_hit_fraction,independent_front_facing_fraction,habitat_rgb_nonzero_fraction,habitat_depth_positive_fraction,qualification_status,scene_id,mesh_sha256,navmesh_sha256,protocol_contract_sha256,selected_registry_sha256,planned_output_identity
77,frame_0077,location_025,candidate_0914,797ca796f595282dd61ad12e8b65dd32d8e632ffd6a6e587505b65938d1421f1,"[0.9489429593086243,-1.374765157699585,3.8516626358032227]","[0.9489429593086243,0.12523484230041504,3.8516626358032227]",22.17039642786309,2,60,82.1703964278631,"[0.0,0.657180548366841,0.0,0.753733193410147]","[[0.13622745369651626,0.0,0.9906775867351414,0.9489429593086243],[0.0,1.0,-0.0,0.12523484230041504],[-0.9906775867351414,0.0,0.13622745369651626,3.8516626358032227],[0.0,0.0,0.0,1.0]]",train,0.5397324940991345,0.5397324940991345,0.5402994791666667,0.5402994791666667,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0077
78,frame_0078,location_026,candidate_0888,75cfaea4d792787d270c73136e758a64cb2e85f8b56ceb84041f4e5c9e674426,"[-0.5785002112388611,1.4252347946166992,2.9530038833618164]","[-0.5785002112388611,2.925234794616699,2.9530038833618164]",329.5038322757624,0,0,329.5038322757624,"[0.0,-0.262998949010475,-0.0,0.9647961198198226]","[[0.8616631056387711,0.0,-0.5074807310439953,-0.5785002112388611],[-0.0,1.0,-0.0,2.925234794616699],[0.5074807310439953,0.0,0.8616631056387711,2.9530038833618164],[0.0,0.0,0.0,1.0]]",train,0.5570416994492525,0.5570416994492525,0.5624652777777778,0.5624837239583333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0078
79,frame_0079,location_026,candidate_0888,75cfaea4d792787d270c73136e758a64cb2e85f8b56ceb84041f4e5c9e674426,"[-0.5785002112388611,1.4252347946166992,2.9530038833618164]","[-0.5785002112388611,2.925234794616699,2.9530038833618164]",329.5038322757624,1,-60,269.5038322757624,"[0.0,-0.710161830921591,0.0,0.7040384747313839]","[[-0.008659652195813107,0.0,-0.9999625045089678,-0.5785002112388611],[0.0,1.0,-0.0,2.925234794616699],[0.9999625045089678,-0.0,-0.008659652195813107,2.9530038833618164],[0.0,0.0,0.0,1.0]]",train,0.4940991345397325,0.4940991345397325,0.4935861545138889,0.49359049479166667,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0079
80,frame_0080,location_026,candidate_0888,75cfaea4d792787d270c73136e758a64cb2e85f8b56ceb84041f4e5c9e674426,"[-0.5785002112388611,1.4252347946166992,2.9530038833618164]","[-0.5785002112388611,2.925234794616699,2.9530038833618164]",329.5038322757624,2,60,29.50383227576242,"[0.0,0.2546342888982317,0.0,0.9670374237418591]","[[0.8703227578345838,0.0,0.49248177346497246,-0.5785002112388611],[0.0,1.0,-0.0,2.925234794616699],[-0.49248177346497246,0.0,0.8703227578345838,2.9530038833618164],[0.0,0.0,0.0,1.0]]",train,0.1880409126671912,0.1880409126671912,0.18849066840277778,0.18849609375,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0080
81,frame_0081,location_027,candidate_0450,39bcd33565e8823e47c7b16b4d27b2f36d38839e6523617f9adb7cf111f9928f,"[0.8656949996948242,-1.374765157699585,0.29479125142097473]","[0.8656949996948242,0.12523484230041504,0.29479125142097473]",76.9554754915524,0,0,76.9554754915524,"[0.0,0.6222105075407112,0.0,0.7828499756057546]","[[0.22570816861186122,0.0,0.9741949612997799,0.8656949996948242],[0.0,1.0,-0.0,0.12523484230041504],[-0.9741949612997799,0.0,0.22570816861186122,0.29479125142097473],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,0.9999934895833333,0.9999934895833333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0081
82,frame_0082,location_027,candidate_0450,39bcd33565e8823e47c7b16b4d27b2f36d38839e6523617f9adb7cf111f9928f,"[0.8656949996948242,-1.374765157699585,0.29479125142097473]","[0.8656949996948242,0.12523484230041504,0.29479125142097473]",76.9554754915524,1,-60,16.955475491552406,"[0.0,0.14742511822898763,0.0,0.9890732199969672]","[[0.956531669030338,0.0,0.29162847279035675,0.8656949996948242],[0.0,1.0,-0.0,0.12523484230041504],[-0.29162847279035675,0.0,0.956531669030338,0.29479125142097473],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0082
83,frame_0083,location_027,candidate_0450,39bcd33565e8823e47c7b16b4d27b2f36d38839e6523617f9adb7cf111f9928f,"[0.8656949996948242,-1.374765157699585,0.29479125142097473]","[0.8656949996948242,0.12523484230041504,0.29479125142097473]",76.9554754915524,2,60,136.95547549155242,"[0.0,0.9302750938347423,0.0,0.36686271245625596]","[[-0.7308235004184769,0.0,0.6825664885094231,0.8656949996948242],[0.0,1.0,-0.0,0.12523484230041504],[-0.6825664885094231,0.0,-0.7308235004184769,0.29479125142097473],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0083
84,frame_0084,location_028,candidate_0968,7f8373dcc2489d3e1df83f0888efb3d1fc1621d3e49c1faf1da5122de51bd199,"[4.4943647384643555,1.4252347946166992,2.523766040802002]","[4.4943647384643555,2.925234794616699,2.523766040802002]",67.88900580340353,0,0,67.88900580340353,"[0.0,0.558389629607869,0.0,0.8295788217802977]","[[0.3764020430927738,0.0,0.9264564220488656,4.4943647384643555],[0.0,1.0,-0.0,2.925234794616699],[-0.9264564220488656,0.0,0.3764020430927738,2.523766040802002],[0.0,0.0,0.0,1.0]]",eval,0.6711250983477577,0.6711250983477577,0.6685112847222222,0.66853515625,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0084
85,frame_0085,location_028,candidate_0968,7f8373dcc2489d3e1df83f0888efb3d1fc1621d3e49c1faf1da5122de51bd199,"[4.4943647384643555,1.4252347946166992,2.523766040802002]","[4.4943647384643555,2.925234794616699,2.523766040802002]",67.88900580340353,1,-60,7.889005803403535,"[0.0,0.06879019356004909,0.0,0.9976311489072357]","[[0.990535818539942,0.0,0.1372544796697258,4.4943647384643555],[0.0,1.0,-0.0,2.925234794616699],[-0.1372544796697258,0.0,0.990535818539942,2.523766040802002],[0.0,0.0,0.0,1.0]]",eval,0.5672698662470496,0.5672698662470496,0.5652083333333333,0.5652083333333333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0085
86,frame_0086,location_028,candidate_0968,7f8373dcc2489d3e1df83f0888efb3d1fc1621d3e49c1faf1da5122de51bd199,"[4.4943647384643555,1.4252347946166992,2.523766040802002]","[4.4943647384643555,2.925234794616699,2.523766040802002]",67.88900580340353,2,60,127.88900580340353,"[0.0,0.8983690153403466,0.0,0.4392415192993668]","[[-0.6141337754471681,0.0,0.78920194237914,4.4943647384643555],[0.0,1.0,-0.0,2.925234794616699],[-0.78920194237914,0.0,-0.6141337754471681,2.523766040802002],[0.0,0.0,0.0,1.0]]",eval,0.1872541306058222,0.1872541306058222,0.183759765625,0.183759765625,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0086
87,frame_0087,location_029,candidate_0678,58c48114592e2472a18a02950b97618bfb7a2f8076b889d0cc98035ee8f22c3b,"[1.512427806854248,1.4252347946166992,3.960615634918213]","[1.512427806854248,2.925234794616699,3.960615634918213]",342.1952753261636,0,0,342.1952753261636,"[0.0,-0.1547511203037762,-0.0,0.9879534861342036]","[[0.9521041815294524,0.0,-0.30577381757457844,1.512427806854248],[-0.0,1.0,-0.0,2.925234794616699],[0.30577381757457844,0.0,0.9521041815294524,3.960615634918213],[0.0,0.0,0.0,1.0]]",train,0.5507474429583006,0.5507474429583006,0.5561208767361111,0.5561751302083333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0087
88,frame_0088,location_029,candidate_0678,58c48114592e2472a18a02950b97618bfb7a2f8076b889d0cc98035ee8f22c3b,"[1.512427806854248,1.4252347946166992,3.960615634918213]","[1.512427806854248,2.925234794616699,3.960615634918213]",342.1952753261636,1,-60,282.1952753261636,"[0.0,-0.6279951445142737,-0.0,0.7782172565977296]","[[0.21124419693299293,0.0,-0.9774333170411856,1.512427806854248],[-0.0,1.0,-0.0,2.925234794616699],[0.9774333170411856,0.0,0.21124419693299293,3.960615634918213],[0.0,0.0,0.0,1.0]]",train,0.23052714398111723,0.23052714398111723,0.22885091145833333,0.22885091145833333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0088
89,frame_0089,location_029,candidate_0678,58c48114592e2472a18a02950b97618bfb7a2f8076b889d0cc98035ee8f22c3b,"[1.512427806854248,1.4252347946166992,3.960615634918213]","[1.512427806854248,2.925234794616699,3.960615634918213]",342.1952753261636,2,60,42.195275326163596,"[0.0,0.35995834161992984,0.0,0.9329683769015057]","[[0.7408599845964597,0.0,0.6716594994666073,1.512427806854248],[0.0,1.0,-0.0,2.925234794616699],[-0.6716594994666073,0.0,0.7408599845964597,3.960615634918213],[0.0,0.0,0.0,1.0]]",train,0.41227380015735643,0.41227380015735643,0.4067513020833333,0.40682291666666665,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0089
90,frame_0090,location_030,candidate_0139,11fd31161a5e30b5edc194026dd7f866d0df3189a2ea01cd099d70b19718a73d,"[-0.729041576385498,-1.374765157699585,0.8871690034866333]","[-0.729041576385498,0.12523484230041504,0.8871690034866333]",268.4121352304411,0,0,268.4121352304411,"[0.0,-0.7168367739415036,0.0,0.6972410196805245]","[[-0.027709920949724715,0.0,-0.9996160064149433,-0.729041576385498],[0.0,1.0,-0.0,0.12523484230041504],[0.9996160064149433,-0.0,-0.027709920949724715,0.8871690034866333],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,0.999990234375,0.999990234375,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0090
91,frame_0091,location_030,candidate_0139,11fd31161a5e30b5edc194026dd7f866d0df3189a2ea01cd099d70b19718a73d,"[-0.729041576385498,-1.374765157699585,0.8871690034866333]","[-0.729041576385498,0.12523484230041504,0.8871690034866333]",268.4121352304411,1,-60,208.4121352304411,"[0.0,0.9694193664404872,-0.0,-0.24541004863314841]","[[-0.8795478160597515,0.0,-0.47581050772815175,-0.729041576385498],[0.0,1.0,-0.0,0.12523484230041504],[0.47581050772815175,-0.0,-0.8795478160597515,0.8871690034866333],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0091
92,frame_0092,location_030,candidate_0139,11fd31161a5e30b5edc194026dd7f866d0df3189a2ea01cd099d70b19718a73d,"[-0.729041576385498,-1.374765157699585,0.8871690034866333]","[-0.729041576385498,0.12523484230041504,0.8871690034866333]",268.4121352304411,2,60,328.4121352304411,"[0.0,-0.2721783467599625,-0.0,0.9622468225746519]","[[0.8518378951100273,0.0,-0.5238054986867914,-0.729041576385498],[-0.0,1.0,-0.0,0.12523484230041504],[0.5238054986867914,0.0,0.8518378951100273,0.8871690034866333],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0092
93,frame_0093,location_031,candidate_0993,8348341c974233d7a17e677db1972fb37f9289f3654a9dbf62d86ad4a2579bb9,"[3.295524835586548,-1.374765157699585,0.183842733502388]","[3.295524835586548,0.12523484230041504,0.183842733502388]",16.814690836634018,0,0,16.814690836634018,"[0.0,0.146209853790623,0.0,0.9892535967357029]","[[0.9572453573090494,0.0,0.28927724748115013,3.295524835586548],[0.0,1.0,-0.0,0.12523484230041504],[-0.28927724748115013,0.0,0.9572453573090494,0.183842733502388],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0093
94,frame_0094,location_031,candidate_0993,8348341c974233d7a17e677db1972fb37f9289f3654a9dbf62d86ad4a2579bb9,"[3.295524835586548,-1.374765157699585,0.183842733502388]","[3.295524835586548,0.12523484230041504,0.183842733502388]",16.814690836634018,1,-60,316.814690836634,"[0.0,-0.3680053507015638,-0.0,0.9298236724535567]","[[0.729144123710038,0.0,-0.6843601733437743,3.295524835586548],[-0.0,1.0,-0.0,0.12523484230041504],[0.6843601733437743,0.0,0.729144123710038,0.183842733502388],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0094
95,frame_0095,location_031,candidate_0993,8348341c974233d7a17e677db1972fb37f9289f3654a9dbf62d86ad4a2579bb9,"[3.295524835586548,-1.374765157699585,0.183842733502388]","[3.295524835586548,0.12523484230041504,0.183842733502388]",16.814690836634018,2,60,76.81469083663401,"[0.0,0.6212482460341394,0.0,0.7836138186629338]","[[0.2281012335990107,0.0,0.9736374208249237,3.295524835586548],[0.0,1.0,-0.0,0.12523484230041504],[-0.9736374208249237,0.0,0.2281012335990107,0.183842733502388],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0095
96,frame_0096,location_032,candidate_0593,4d91a822080bbf90f78605c5cdc72ce1cbf4859dd4d7ecadf28c0ed735d37cf1,"[-1.5717583894729614,-1.374765157699585,3.526357650756836]","[-1.5717583894729614,0.12523484230041504,3.526357650756836]",348.6502208237327,0,0,348.6502208237327,"[0.0,-0.09888364779852653,-0.0,0.9950990022093565]","[[0.980444048396114,0.0,-0.19679803851827038,-1.5717583894729614],[-0.0,1.0,-0.0,0.12523484230041504],[0.19679803851827038,0.0,0.980444048396114,3.526357650756836],[0.0,0.0,0.0,1.0]]",train,0.7450826121164438,0.7450826121164438,0.74775390625,0.74775390625,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0096
97,frame_0097,location_032,candidate_0593,4d91a822080bbf90f78605c5cdc72ce1cbf4859dd4d7ecadf28c0ed735d37cf1,"[-1.5717583894729614,-1.374765157699585,3.526357650756836]","[-1.5717583894729614,0.12523484230041504,3.526357650756836]",348.6502208237327,1,-60,288.6502208237327,"[0.0,-0.5831852521170757,-0.0,0.8123391912945865]","[[0.31978992342628587,0.0,-0.9474884721594297,-1.5717583894729614],[-0.0,1.0,-0.0,0.12523484230041504],[0.9474884721594297,0.0,0.31978992342628587,3.526357650756836],[0.0,0.0,0.0,1.0]]",train,0.8717545239968528,0.8717545239968528,0.879755859375,0.879755859375,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0097
98,frame_0098,location_032,candidate_0593,4d91a822080bbf90f78605c5cdc72ce1cbf4859dd4d7ecadf28c0ed735d37cf1,"[-1.5717583894729614,-1.374765157699585,3.526357650756836]","[-1.5717583894729614,0.12523484230041504,3.526357650756836]",348.6502208237327,2,60,48.650220823732695,"[0.0,0.41191375009228104,0.0,0.9112228390931133]","[[0.6606541249698277,0.0,0.750690433641159,-1.5717583894729614],[0.0,1.0,-0.0,0.12523484230041504],[-0.750690433641159,0.0,0.6606541249698277,3.526357650756836],[0.0,0.0,0.0,1.0]]",train,0.15106215578284815,0.15106215578284815,0.14762044270833333,0.14762044270833333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0098
99,frame_0099,location_033,candidate_0840,6ecc38d5004eb3b02d07d8a6061fdc825182fbf7c24b6ddd8c5f523de546bc7f,"[-0.7084802985191345,-1.374765157699585,4.62424898147583]","[-0.7084802985191345,0.12523484230041504,4.62424898147583]",317.83172895344535,0,0,317.83172895344535,"[0.0,-0.35973847128883335,-0.0,0.9330531776242839]","[[0.7411764645495466,0.0,-0.6713102474994963,-0.7084802985191345],[-0.0,1.0,-0.0,0.12523484230041504],[0.6713102474994963,0.0,0.7411764645495466,4.62424898147583],[0.0,0.0,0.0,1.0]]",train,0.8339889850511408,0.8339889850511408,0.8393684895833333,0.8393684895833333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0099
100,frame_0100,location_033,candidate_0840,6ecc38d5004eb3b02d07d8a6061fdc825182fbf7c24b6ddd8c5f523de546bc7f,"[-0.7084802985191345,-1.374765157699585,4.62424898147583]","[-0.7084802985191345,0.12523484230041504,4.62424898147583]",317.83172895344535,1,-60,257.83172895344535,"[0.0,-0.7780692436668505,0.0,0.6281785192600073]","[[-0.21078349588060916,0.0,-0.9775327707367919,-0.7084802985191345],[0.0,1.0,-0.0,0.12523484230041504],[0.9775327707367919,-0.0,-0.21078349588060916,4.62424898147583],[0.0,0.0,0.0,1.0]]",train,0.25806451612903225,0.25806451612903225,0.256357421875,0.256357421875,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0100
101,frame_0101,location_033,candidate_0840,6ecc38d5004eb3b02d07d8a6061fdc825182fbf7c24b6ddd8c5f523de546bc7f,"[-0.7084802985191345,-1.374765157699585,4.62424898147583]","[-0.7084802985191345,0.12523484230041504,4.62424898147583]",317.83172895344535,2,60,17.83172895344535,"[0.0,0.1549839339574334,0.0,0.9879169905488405]","[[0.9519599604301558,0.0,0.3062225232372957,-0.7084802985191345],[0.0,1.0,-0.0,0.12523484230041504],[-0.3062225232372957,0.0,0.9519599604301558,4.62424898147583],[0.0,0.0,0.0,1.0]]",train,0.5782848151062155,0.5782848151062155,0.575791015625,0.575791015625,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0101
102,frame_0102,location_034,candidate_0785,6693fd20da2339a40f236d9e2f8717c6a087ff4ad5e33a7b009b27dbeeb3033e,"[-1.9342875480651855,-1.285954236984253,4.725563049316406]","[-1.9342875480651855,0.21404576301574707,4.725563049316406]",337.5770228746721,0,0,337.5770228746721,"[0.0,-0.1944310418152135,-0.0,0.9809161890695101]","[[0.9243931399573014,0.0,-0.3814411131483876,-1.9342875480651855],[-0.0,1.0,-0.0,0.21404576301574707],[0.3814411131483876,0.0,0.9243931399573014,4.725563049316406],[0.0,0.0,0.0,1.0]]",train,0.7576711250983478,0.7576711250983478,0.7634917534722222,0.7634928385416667,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0102
